lon,lat,depth_m,x,y,temp буC,cond  ?S cm??,salt бы,pH,turb  NTU,chl(ug/L),odo(mg/L)
114.01412045650798,22.69359149645632,4,193218,2512687,27.36,205.62,0.08,9.220590106,3.58,3.29,6.09
114.01412045650798,22.69359149645632,5,193218,2512687,26.36,240.32,0.07,8.811780927,5.22,3.76,3.85
114.01411947820496,22.69363660380898,1,193218,2512692,35.24,218.13,0.07,9.245148706,1.48,7.57,8.49
114.01411947820496,22.69363660380898,2,193218,2512692,32.41,155.8,0.06,8.254334878,2.59,5.33,8.17
114.01411947820496,22.69363660380898,3,193218,2512692,34.48,207.32,0.08,8.117074855,3.25,3.06,8.43
114.01411947820496,22.69363660380898,4,193218,2512692,34.94,220.39,0.08,8.332627176,4.52,4.13,6.63
114.01411947820496,22.69363660380898,5,193218,2512692,33.76,212.66,0.07,8.803629521,6.15,2.61,4.32
114.01411849989944,22.69368171116135,1,193218,2512697,27.78,221.06,0.07,8.894209906,1.33,6.79,10.41
114.01411849989944,22.69368171116135,2,193218,2512697,34.9,217.07,0.08,8.751900703,2.72,4.65,7.68
114.01411849989944,22.69368171116135,3,193218,2512697,28.74,194.51,0.08,7.473144123,3.6,4.14,8.04
114.01411849989944,22.69368171116135,4,193218,2512697,30.05,228.81,0.09,9.03512262,4.47,3.88,7.17
114.01411849989944,22.69368171116135,5,193218,2512697,26.31,236.84,0.09,7.679138302,5.78,3.53,4.96
114.01411752159146,22.69372681851342,1,193218,2512702,29.14,219.48,0.07,8.879033919,1.27,8.48,11.12
114.01411752159146,22.69372681851342,2,193218,2512702,35.55,212.25,0.07,9.311125985,1.99,5.12,9.86
114.01411752159146,22.69372681851342,3,193218,2512702,34.95,176.25,0.08,9.089595874,3.88,3.58,6.46
114.01411752159146,22.69372681851342,4,193218,2512702,33.69,172.08,0.07,8.723120579,4.62,3.28,6.67
114.01411752159146,22.69372681851342,5,193218,2512702,28.92,223.01,0.09,8.625787027,4.7,3.72,5.33
114.014116543281,22.693771925865207,1,193218,2512707,32.52,181.02,0.07,7.386737294,1.06,9.99,12.45
114.014116543281,22.693771925865207,2,193218,2512707,25.73,186.09,0.07,9.143591286,2.07,2.01,7.72
114.014116543281,22.693771925865207,3,193218,2512707,27.9,220.76,0.08,9.488670529,3.66,2.64,8.15
114.014116543281,22.693771925865207,4,193218,2512707,33.4,187.5,0.08,8.64154382,3.59,3.33,6.01
114.014116543281,22.693771925865207,5,193218,2512707,32.1,190.3,0.08,8.213661181,4.86,2.86,4.08
114.01411556496804,22.69381703321669,1,193218,2512712,38.58,155.27,0.06,8.556101447,1.37,12.24,8.8
114.01411556496804,22.69381703321669,2,193218,2512712,33.72,159.79,0.07,8.680116011,1.91,1.75,7.7
114.01411556496804,22.69381703321669,3,193218,2512712,30.18,177.63,0.07,7.963905875,2.86,2.98,8.64
114.01411556496804,22.69381703321669,4,193218,2512712,27.36,165.31,0.09,9.476245587,3.67,2.94,6.43
114.01411556496804,22.69381703321669,5,193218,2512712,28.38,165.39,0.08,7.816191504,6.13,2.45,4.47
114.0141145866526,22.69386214056788,1,193218,2512717,37.93,206.75,0.08,8.948254289,1.31,15.54,9.84
114.0141145866526,22.69386214056788,2,193218,2512717,35.44,198.73,0.08,8.202234402,2.39,2.18,10.09
114.0141145866526,22.69386214056788,3,193218,2512717,27.51,189.54,0.07,8.917705893,3.4,3.58,7.09
114.0141145866526,22.69386214056788,4,193218,2512717,30.37,228.26,0.08,7.533717369,3.79,2.78,5.71
114.0141145866526,22.69386214056788,5,193218,2512717,32.53,168.4,0.09,8.688995052,6.26,3.64,5.12
114.0141136083347,22.69390724791878,1,193218,2512722,33.63,167.53,0.06,8.849592065,1.46,10.64,12.53
114.0141136083347,22.69390724791878,2,193218,2512722,34.08,180.81,0.06,8.991039741,1.96,2.04,9.59
114.0141136083347,22.69390724791878,3,193218,2512722,27.4,190.74,0.07,8.188403899,3.28,2.93,8.13
114.0141136083347,22.69390724791878,4,193218,2512722,34.72,210.55,0.06,8.393781537,5.01,2.14,5.4
114.0141136083347,22.69390724791878,5,193218,2512722,24.1,165.78,0.07,8.796820966,4.46,2.98,4.52
114.0141126300143,22.693952355269385,1,193218,2512727,38.41,206.8,0.06,7.568994617,1.06,12.08,11.46
114.0141126300143,22.693952355269385,2,193218,2512727,36.34,192.2,0.08,8.985345964,2.17,1.53,9.23
114.0141126300143,22.693952355269385,3,193218,2512727,35.38,164.85,0.07,9.265577067,3.41,2.21,7.81
114.0141126300143,22.693952355269385,4,193218,2512727,26.74,221.32,0.08,8.973836138,4.95,2.8,6.33
114.0141126300143,22.693952355269385,5,193218,2512727,32.54,220.29,0.08,9.041184347,5.24,2.81,4.96
114.0141116516914,22.6939974626197,1,193218,2512732,31.71,221.6,0.08,8.54156784,1.2,11.14,8.92
114.0141116516914,22.6939974626197,2,193218,2512732,29.55,199.23,0.08,8.63303143,2.56,1.29,8.88
114.0141116516914,22.6939974626197,3,193218,2512732,29.46,215.62,0.09,9.067101332,3.87,2.86,6.41
114.0141116516914,22.6939974626197,4,193218,2512732,33.11,202.31,0.09,8.672887269,4.91,2.78,5.76
114.0141116516914,22.6939974626197,5,193218,2512732,29.99,238.26,0.09,7.85342793,4.72,2.86,5.36
114.01411067336603,22.69404256996972,1,193218,2512737,26.84,181.03,0.07,8.981784973,1.32,11.07,8.99
114.01411067336603,22.69404256996972,2,193218,2512737,32.43,166.71,0.07,8.867082338,2.39,1.09,9.15
114.01411067336603,22.69404256996972,3,193218,2512737,33.47,186.83,0.07,9.346619888,3.64,2.94,8.81
114.01411067336603,22.69404256996972,4,193218,2512737,32.66,214.75,0.07,8.685795104,4.32,2.96,5.38
114.01411067336603,22.69404256996972,5,193218,2512737,32.76,167.26,0.08,7.437526726,5.97,3.08,5.31
114.0141096950382,22.69408767731944,1,193218,2512742,31.52,187.32,0.08,9.48131525,1.14,9.09,8.57
114.0141096950382,22.69408767731944,2,193218,2512742,36.46,186.95,0.08,8.653457757,2.14,2.06,9.41
114.0141096950382,22.69408767731944,3,193218,2512742,32.54,203.99,0.06,8.572442392,3.37,2.67,7.17
114.0141096950382,22.69408767731944,4,193218,2512742,32.97,229.68,0.08,7.580280805,4.14,2.62,5.72
114.0141096950382,22.69408767731944,5,193218,2512742,23.09,238.52,0.07,8.68311216,5.22,3.9,4.37
114.01410871670788,22.694132784668863,1,193218,2512747,27.8,220.4,0.07,9.056807038,1.27,8.97,10.86
114.01410871670788,22.694132784668863,2,193218,2512747,27.46,210.29,0.08,8.727084994,2.59,1.6,7.37
114.01410871670788,22.694132784668863,3,193218,2512747,25.97,199.04,0.06,8.905842635,2.84,2.53,6.66
114.01410871670788,22.694132784668863,4,193218,2512747,33.11,195.87,0.07,9.063519545,4.39,3.29,6.81
114.01410871670788,22.694132784668863,5,193218,2512747,23.71,164.22,0.09,9.137179062,5.57,2.61,5.03
114.01410773837506,22.694177892018,1,193218,2512752,31.93,192.95,0.08,8.625297598,1.27,9.02,11.41
114.01410773837506,22.694177892018,2,193218,2512752,31.77,201.05,0.08,8.598878239,2.61,1.47,8.62
114.01410773837506,22.694177892018,3,193218,2512752,35.31,164.67,0.07,7.959487811,3.36,3,8.52
114.01410773837506,22.694177892018,4,193218,2512752,27.79,207.95,0.08,9.436236993,4.33,2.68,6.11
114.01410773837506,22.694177892018,5,193218,2512752,30.83,189.6,0.08,8.907419749,4.74,3.08,4.4
114.01410676003977,22.69422299936684,1,193218,2512757,38.52,181.68,0.08,9.046052352,1.22,13.09,11.36
114.01410676003977,22.69422299936684,2,193218,2512757,27.9,175.88,0.08,9.03180951,1.86,2.28,9.34
114.01410676003977,22.69422299936684,3,193218,2512757,31.48,171.57,0.07,8.639530016,3.34,2.35,6.64
114.01410676003977,22.69422299936684,4,193218,2512757,34.4,190.37,0.07,9.035662483,4.27,2.78,5.96
114.01410676003977,22.69422299936684,5,193218,2512757,29.51,234.7,0.07,9.121383905,4.35,2.54,4.14
114.014105781702,22.69426810671538,1,193218,2512762,36.58,158.51,0.06,8.605181077,1.06,12.57,9.82
114.014105781702,22.69426810671538,2,193218,2512762,28.15,167.86,0.08,7.939239164,2.41,1.45,10.19
114.014105781702,22.69426810671538,3,193218,2512762,29.02,225.01,0.07,7.746082339,3.23,3.02,7.15
114.014105781702,22.69426810671538,4,193218,2512762,23.63,197.56,0.09,9.27436878,4,2.38,6.57
114.014105781702,22.69426810671538,5,193218,2512762,34.14,210.71,0.08,7.319034734,5.46,3.31,4.18
114.01410480336172,22.69431321406364,1,193218,2512767,31.32,169.72,0.08,7.219196137,1.13,9.66,11.6
114.01410480336172,22.69431321406364,2,193218,2512767,32.18,166.29,0.07,9.450089556,2.6,1.33,7.42
114.01410480336172,22.69431321406364,3,193218,2512767,32.68,209.07,0.07,7.565958585,2.66,2.48,8.82
114.01410480336172,22.69431321406364,4,193218,2512767,29.49,220.84,0.08,9.349943609,4.15,2.65,5.19
114.01410480336172,22.69431321406364,5,193218,2512767,30.49,186.27,0.08,9.164914746,7.01,3.3,3.72
114.014103825019,22.69435832141159,1,193218,2512772,33.97,197.26,0.06,8.976880204,1.42,12.07,9.06
114.014103825019,22.69435832141159,2,193218,2512772,28.85,162.67,0.06,9.126649263,2.16,2.12,7.83
114.014103825019,22.69435832141159,3,193218,2512772,25.25,219.28,0.07,9.117656456,3.62,2.07,7.24
114.014103825019,22.69435832141159,4,193218,2512772,31.75,186.88,0.09,8.014234418,4.61,3.19,6.05
114.014103825019,22.69435832141159,5,193218,2512772,23.24,173.35,0.09,9.495070324,7.07,2.87,5.06
114.01410284667378,22.69440342875925,1,193218,2512777,27.67,209.83,0.06,8.085435216,1.04,11.22,12.32
114.01410284667378,22.69440342875925,2,193218,2512777,32.92,206.61,0.09,8.959265109,2.32,1.56,9.44
114.01410284667378,22.69440342875925,3,193218,2512777,30.73,178.12,0.07,8.904473702,3.04,2.56,8.12
114.01410284667378,22.69440342875925,4,193218,2512777,24.79,214.54,0.07,8.817087957,4.17,3.21,7.03
114.01410284667378,22.69440342875925,5,193218,2512777,29.86,172.65,0.07,7.613099166,6.39,3.63,4.1
114.01410186832608,22.694448536106623,1,193218,2512782,26.26,216.89,0.07,8.802972389,1.05,10.21,12.13
114.01410186832608,22.694448536106623,2,193218,2512782,30.77,184.03,0.06,8.577496831,2.63,1.42,10.15
114.01410186832608,22.694448536106623,3,193218,2512782,29.47,201.7,0.09,9.051502278,2.66,3.29,7.08
114.01410186832608,22.694448536106623,4,193218,2512782,35.25,177.59,0.09,8.67542084,3.81,3.3,6.77
114.01410186832608,22.694448536106623,5,193218,2512782,25.55,168.59,0.08,7.99907985,4.57,3,5.2
114.0141008899759,22.694493643453693,1,193218,2512787,34.07,211.32,0.08,9.466506399,1.05,8.7,11.48
114.0141008899759,22.694493643453693,2,193218,2512787,25.38,216.99,0.08,9.024993089,2.71,1.26,9.24
114.0141008899759,22.694493643453693,3,193218,2512787,24.4,176.22,0.07,9.164955785,2.62,2.55,6.61
114.0141008899759,22.694493643453693,4,193218,2512787,30.66,174.42,0.09,8.804882401,4.7,3.49,5.15
114.0141008899759,22.694493643453693,5,193218,2512787,23.6,213.07,0.07,7.38005459,5.79,3.03,4.34
114.0140999116232,22.69453875080048,1,193218,2512792,38.4,175.26,0.06,8.893732778,1.38,11.37,9.21
114.0140999116232,22.69453875080048,2,193218,2512792,31.17,155.8,0.06,8.830191242,2.66,1.33,7.53
114.0140999116232,22.69453875080048,3,193218,2512792,35.71,199.24,0.06,8.317705908,3.21,2.44,8.72
114.0140999116232,22.69453875080048,4,193218,2512792,31.53,234.24,0.09,7.94169865,5.02,3.84,6.77
114.0140999116232,22.69453875080048,5,193218,2512792,33.51,192.02,0.07,9.257033886,6.21,3.07,3.56
114.01409893326806,22.694583858146967,1,193218,2512797,30.21,220.51,0.08,9.212604168,1.13,8.88,10.87
114.01409893326806,22.694583858146967,2,193218,2512797,36.12,185.06,0.08,7.758081342,2.46,5.2,8.47
114.01409893326806,22.694583858146967,3,193218,2512797,29.58,169.86,0.08,8.727368808,2.95,3.42,6.78
114.01409893326806,22.694583858146967,4,193218,2512797,29.88,172.36,0.09,8.357062266,3.83,2.59,5.87
114.01409893326806,22.694583858146967,5,193218,2512797,26.52,239.84,0.1,7.713079284,4.81,3.81,4.35
114.01417102676358,22.693502189479045,1,193223,2512677,35.73,173.73,0.07,9.482719675,1.15,6.95,11.3
114.01417102676358,22.693502189479045,2,193223,2512677,27.21,211.01,0.08,8.622845887,2.47,4.33,8.32
114.01417102676358,22.693502189479045,3,193223,2512677,26.36,204.77,0.07,9.147599642,3.06,4.02,6.11
114.01417102676358,22.693502189479045,4,193223,2512677,26.7,193.84,0.09,8.70226868,4.82,3.66,6.28
114.01417102676358,22.693502189479045,5,193223,2512677,25.82,213.74,0.08,8.856616287,5.24,4.22,4.93
114.01417004848138,22.6935472968343,1,193223,2512682,28.32,219,0.07,7.949992273,1.5,6.22,9.87
114.01417004848138,22.6935472968343,2,193223,2512682,27.75,214.55,0.07,7.302179221,2.12,5.35,8.49
114.01417004848138,22.6935472968343,3,193223,2512682,27.77,196.23,0.07,7.842222552,3.53,3.11,8.45
114.01417004848138,22.6935472968343,4,193223,2512682,32.01,223.12,0.08,8.852122293,3.99,2.26,5.77
114.01417004848138,22.6935472968343,5,193223,2512682,31.43,201.32,0.08,8.899688069,5.17,3.44,5.21
114.01416907019671,22.693592404189257,1,193223,2512687,27.01,197.18,0.07,8.252725668,1.08,5.67,10.85
114.01416907019671,22.693592404189257,2,193223,2512687,31.53,185.34,0.06,9.409132073,1.86,5.18,7.44
114.01416907019671,22.693592404189257,3,193223,2512687,25.01,220.82,0.09,8.238039482,3.8,3.24,7.26
114.01416907019671,22.693592404189257,4,193223,2512687,25.88,190.55,0.07,8.697707296,3.61,3.62,5.78
114.01416907019671,22.693592404189257,5,193223,2512687,26.69,204.43,0.07,9.309037161,4.59,3.96,4.64
114.01416809190955,22.69363751154392,1,193223,2512692,30.15,167.56,0.07,9.236058458,1.08,7.94,11.31
114.01416809190955,22.69363751154392,2,193223,2512692,29.83,183.35,0.07,8.4138392,1.98,3.89,7.22
114.01416809190955,22.69363751154392,3,193223,2512692,32.39,207.79,0.06,9.496187369,3.74,3.81,6.96
114.01416809190955,22.69363751154392,4,193223,2512692,33.69,227.43,0.07,9.169229582,3.89,3.98,5.11
114.01416809190955,22.69363751154392,5,193223,2512692,30.55,180.03,0.08,9.190557327,4.46,3.23,4.18
114.01416711361992,22.693682618898293,1,193223,2512697,30.81,174.81,0.08,8.68876875,1.05,10.39,11.15
114.01416711361992,22.693682618898293,2,193223,2512697,27.32,186.75,0.07,8.935440647,1.92,5.21,8.45
114.01416711361992,22.693682618898293,3,193223,2512697,26.39,217.86,0.07,9.435274657,3.31,3.66,6.94
114.01416711361992,22.693682618898293,4,193223,2512697,30.62,202.71,0.09,9.407590255,3.68,3.38,5.29
114.01416711361992,22.693682618898293,5,193223,2512697,24.03,184.49,0.09,7.214196919,4.74,3.38,4.04
114.0141661353278,22.69372772625237,1,193223,2512702,37.3,214.33,0.06,9.34892906,1.51,6.54,8.89
114.0141661353278,22.69372772625237,2,193223,2512702,32.48,220.71,0.07,8.878516967,1.91,4.03,10.48
114.0141661353278,22.69372772625237,3,193223,2512702,28.75,169.39,0.09,7.331353541,3.64,3.21,8.44
114.0141661353278,22.69372772625237,4,193223,2512702,29.52,222.76,0.06,9.107660745,4.17,3.19,5.26
114.0141661353278,22.69372772625237,5,193223,2512702,31.86,213.96,0.09,8.832427593,5.36,2.98,5.31
114.0141651570332,22.693772833606147,1,193223,2512707,26.59,199.66,0.06,8.577973869,1.16,11.75,9.04
114.0141651570332,22.693772833606147,2,193223,2512707,34.42,183.93,0.06,8.954923118,1.9,2.07,10.45
114.0141651570332,22.693772833606147,3,193223,2512707,33.01,229.08,0.06,8.630434392,2.7,2.82,7.54
114.0141651570332,22.693772833606147,4,193223,2512707,33.62,218.58,0.09,7.80066286,4.38,2.86,6.92
114.0141651570332,22.693772833606147,5,193223,2512707,29.3,172.64,0.07,8.975910542,4.49,3.13,4.08
114.01416417873612,22.69381794095964,1,193223,2512712,37.76,190.93,0.06,9.471448408,1.14,12.03,12.23
114.01416417873612,22.69381794095964,2,193223,2512712,30.16,208.18,0.09,8.824174224,2.72,2.27,8.39
114.01416417873612,22.69381794095964,3,193223,2512712,28.5,219.34,0.06,9.132324486,2.64,2.81,8.47
114.01416417873612,22.69381794095964,4,193223,2512712,30.07,195.81,0.07,7.287529933,4.01,3.07,5.41
114.01416417873612,22.69381794095964,5,193223,2512712,26.66,217.06,0.09,7.728082847,5.37,4.15,4.67
114.01416320043656,22.69386304831283,1,193223,2512717,36.16,152.83,0.07,8.541512536,1.09,11.59,8.93
114.01416320043656,22.69386304831283,2,193223,2512717,35.2,155.76,0.06,8.468280428,1.83,1.79,9.33
114.01416320043656,22.69386304831283,3,193223,2512717,25.81,166.29,0.07,9.354823582,3.88,3.1,7.99
114.01416320043656,22.69386304831283,4,193223,2512717,28.67,228.17,0.08,7.287644161,4.29,3.49,6.08
114.01416320043656,22.69386304831283,5,193223,2512717,26.49,161.19,0.1,7.934013206,5.81,3.18,4.19
114.01416222213452,22.693908155665728,1,193223,2512722,29.41,196.94,0.07,8.196506888,1.22,8,10.12
114.01416222213452,22.693908155665728,2,193223,2512722,28.34,184.3,0.06,7.976679748,1.93,1.98,10.73
114.01416222213452,22.693908155665728,3,193223,2512722,28.22,162.37,0.07,8.100421703,3.91,3.35,7.46
114.01416222213452,22.693908155665728,4,193223,2512722,35.1,184.38,0.07,7.393774536,3.64,2.37,6.91
114.01416222213452,22.693908155665728,5,193223,2512722,27.55,203.31,0.09,7.48836188,5.05,2.61,5.2
114.01416124383,22.693953263018333,1,193223,2512727,29.56,197.82,0.07,7.602174135,1.22,9.48,9.03
114.01416124383,22.693953263018333,2,193223,2512727,28.45,160.41,0.08,9.495019039,2.5,1.19,9.03
114.01416124383,22.693953263018333,3,193223,2512727,26.35,179.66,0.09,9.193223203,2.88,3.16,6.4
114.01416124383,22.693953263018333,4,193223,2512727,26.87,174.13,0.09,8.965433668,4.22,3.68,5.19
114.01416124383,22.693953263018333,5,193223,2512727,23.97,202.09,0.09,9.012037855,4.57,3.55,4.41
114.01416026552296,22.693998370370647,1,193223,2512732,35.13,211.29,0.08,9.091727248,1.33,8.51,11.39
114.01416026552296,22.693998370370647,2,193223,2512732,32.8,159.12,0.07,9.001034215,1.94,1.02,10.04
114.01416026552296,22.693998370370647,3,193223,2512732,33.46,178.14,0.09,9.132960362,2.72,2.52,7.65
114.01416026552296,22.693998370370647,4,193223,2512732,27,165.8,0.07,7.569294906,4.8,3.27,5.61
114.01416026552296,22.693998370370647,5,193223,2512732,28.39,178.91,0.07,8.601639884,6.11,2.08,4.88
114.01415928721347,22.694043477722666,1,193223,2512737,38.2,188.6,0.07,9.447882639,1.47,7.86,8.72
114.01415928721347,22.694043477722666,2,193223,2512737,35.84,154.85,0.07,8.823698969,2.14,1.57,8.05
114.01415928721347,22.694043477722666,3,193223,2512737,34.37,170.52,0.06,8.686741174,3.18,2.87,6.15
114.01415928721347,22.694043477722666,4,193223,2512737,32.51,212.79,0.07,8.641873119,4.53,3.59,5.3
114.01415928721347,22.694043477722666,5,193223,2512737,31.18,210.46,0.09,9.492214207,6.18,3.75,4.14
114.01415830890151,22.694088585074383,1,193223,2512742,29.28,186.14,0.07,9.343464152,1.06,10.98,8.62
114.01415830890151,22.694088585074383,2,193223,2512742,25.71,165.78,0.07,9.267014907,2.6,2.52,9.26
114.01415830890151,22.694088585074383,3,193223,2512742,27.65,175.58,0.08,9.313968858,3.75,2.46,8.24
114.01415830890151,22.694088585074383,4,193223,2512742,25.49,175.96,0.08,9.358698846,4.54,3.22,5.36
114.01415830890151,22.694088585074383,5,193223,2512742,26.11,226.38,0.08,7.839500776,5,2.81,4.32
114.01415733058704,22.694133692425808,1,193223,2512747,34.52,210.25,0.06,9.079487377,1.33,11.15,11.5
114.01415733058704,22.694133692425808,2,193223,2512747,27.54,185.56,0.06,7.94858843,2.16,1.56,8.54
114.01415733058704,22.694133692425808,3,193223,2512747,28.99,155.63,0.09,8.346418115,3.66,2.34,7.15
114.01415733058704,22.694133692425808,4,193223,2512747,35.3,174.14,0.09,9.239143073,4.85,3.65,6.64
114.01415733058704,22.694133692425808,5,193223,2512747,27.2,191.76,0.08,8.626399597,4.85,2.6,4.92
114.01415635227012,22.694178799776942,1,193223,2512752,36.45,221.79,0.08,8.708512504,1.12,10.28,12.49
114.01415635227012,22.694178799776942,2,193223,2512752,30.8,205.51,0.08,8.616616241,2.45,1.33,9.42
114.01415635227012,22.694178799776942,3,193223,2512752,25.25,195.5,0.09,9.291768335,3.44,3.47,6.45
114.01415635227012,22.694178799776942,4,193223,2512752,31.79,199.83,0.07,8.897702145,4.69,3.13,5.26
114.01415635227012,22.694178799776942,5,193223,2512752,25.27,208.06,0.1,7.230050211,5.96,3.24,4.63
114.0141553739507,22.69422390712779,1,193223,2512757,28.66,219.45,0.08,9.437838861,1.43,10.51,10.46
114.0141553739507,22.69422390712779,2,193223,2512757,37.78,215.58,0.06,9.104347901,2.41,1.82,9.92
114.0141553739507,22.69422390712779,3,193223,2512757,28.09,189.32,0.06,8.257742305,3.86,2.22,8.62
114.0141553739507,22.69422390712779,4,193223,2512757,28.53,220.8,0.09,8.718863739,4.3,3.03,6.42
114.0141553739507,22.69422390712779,5,193223,2512757,29.66,236.4,0.08,8.852705162,4.53,2.84,3.83
114.01415439562878,22.69426901447834,1,193223,2512762,38.42,186.25,0.06,8.577105292,1.12,7.76,9.11
114.01415439562878,22.69426901447834,2,193223,2512762,25.43,162.1,0.09,8.112428673,2.56,1.39,9.28
114.01415439562878,22.69426901447834,3,193223,2512762,25.41,192.24,0.08,7.658796899,3.12,2.06,6.07
114.01415439562878,22.69426901447834,4,193223,2512762,23.92,229.61,0.07,7.56393645,4.23,3.37,6.3
114.01415439562878,22.69426901447834,5,193223,2512762,33.63,233.46,0.07,9.425703624,5.35,3.54,4.89
114.0141534173044,22.694314121828587,1,193223,2512767,31.38,188.1,0.08,7.799347998,1,10.58,12.41
114.0141534173044,22.694314121828587,2,193223,2512767,26.62,183.59,0.09,9.392373362,2.22,1.49,10.52
114.0141534173044,22.694314121828587,3,193223,2512767,28.27,205.16,0.07,8.864466232,2.89,3.13,8.43
114.0141534173044,22.694314121828587,4,193223,2512767,28.54,183.81,0.09,7.47622655,3.62,2.82,4.8
114.0141534173044,22.694314121828587,5,193223,2512767,26.99,237.94,0.09,8.223842037,4.85,2.87,4.22
114.01415243897752,22.69435922917855,1,193223,2512772,32.27,161.97,0.07,8.404958333,1.49,9.24,8.83
114.01415243897752,22.69435922917855,2,193223,2512772,37.51,186.77,0.07,9.032097399,2.52,1.45,9.28
114.01415243897752,22.69435922917855,3,193223,2512772,35.93,168.37,0.08,8.161218973,2.83,2.17,7.86
114.01415243897752,22.69435922917855,4,193223,2512772,30.72,158.68,0.08,9.095072507,4.72,2.38,6
114.01415243897752,22.69435922917855,5,193223,2512772,33.8,216.86,0.08,7.235259013,5.34,2.46,5.16
114.0141514606482,22.69440433652821,1,193223,2512777,29.75,187.51,0.08,9.085394288,1.41,14.72,8.54
114.0141514606482,22.69440433652821,2,193223,2512777,25.72,185.39,0.09,8.620085086,2.06,1.73,10.3
114.0141514606482,22.69440433652821,3,193223,2512777,35.3,187.6,0.07,8.201743382,3.56,2.89,6.59
114.0141514606482,22.69440433652821,4,193223,2512777,31.06,216.27,0.07,9.339621788,3.58,2.24,5.65
114.0141514606482,22.69440433652821,5,193223,2512777,28.2,195.61,0.08,8.67366414,5.82,2.22,4.74
114.01415048231635,22.69444944387758,1,193223,2512782,36.49,190.36,0.07,9.290931795,1.22,13.19,8.54
114.01415048231635,22.69444944387758,2,193223,2512782,29.47,209.31,0.06,9.414535034,2.06,1.04,7.88
114.01415048231635,22.69444944387758,3,193223,2512782,32.92,201.71,0.07,8.555184499,3.52,3.31,7.54
114.01415048231635,22.69444944387758,4,193223,2512782,26.1,207.76,0.09,8.964945211,3.79,2.66,6.5
114.01415048231635,22.69444944387758,5,193223,2512782,30.61,187.37,0.09,9.277290605,4.76,2.9,4.89
114.01414950398204,22.69449455122665,1,193223,2512787,34.11,157.22,0.07,9.171225937,1.1,11.43,8.69
114.01414950398204,22.69449455122665,2,193223,2512787,33.32,155.18,0.06,9.167921481,2.66,0.98,9.14
114.01414950398204,22.69449455122665,3,193223,2512787,32.16,169.86,0.08,8.996793185,2.88,3.36,6.24
114.01414950398204,22.69449455122665,4,193223,2512787,26.91,231.3,0.08,8.102870005,4.52,3.01,5.65
114.01414950398204,22.69449455122665,5,193223,2512787,29.71,209.81,0.07,7.810973745,5.6,3.27,4.28
114.01414852564524,22.69453965857544,1,193223,2512792,26.67,220.57,0.06,8.622625951,1.15,9.41,10.79
114.01414852564524,22.69453965857544,2,193223,2512792,29.88,194.2,0.08,8.618125473,1.97,1.57,8.15
114.01414852564524,22.69453965857544,3,193223,2512792,33.12,223.66,0.07,9.051402583,3.81,2.75,8.62
114.01414852564524,22.69453965857544,4,193223,2512792,31.84,174.47,0.07,7.457488382,4.4,3,6.99
114.01414852564524,22.69453965857544,5,193223,2512792,26.97,164.07,0.08,7.481264367,4.7,2.74,4.46
114.01414754730595,22.694584765923928,1,193223,2512797,32.98,212.19,0.06,9.346557445,1.43,10.36,9.58
114.01414754730595,22.694584765923928,2,193223,2512797,27.23,192.77,0.09,9.476078376,2.42,4.58,7.32
114.01414754730595,22.694584765923928,3,193223,2512797,35.57,202.69,0.07,8.475778368,2.75,3.77,6.68
114.01414754730595,22.694584765923928,4,193223,2512797,27.75,187.67,0.08,8.197405322,5,3.74,6.15
114.01414754730595,22.694584765923928,5,193223,2512797,29.43,161.19,0.09,9.009650492,5.44,2.88,4.86
114.0141465689642,22.69462987327212,1,193223,2512802,36.32,183.12,0.08,8.764968267,1.34,8.17,9.48
114.0141465689642,22.69462987327212,2,193223,2512802,26.03,199.38,0.08,8.715092611,2.28,6.17,9.6
114.0141465689642,22.69462987327212,3,193223,2512802,36.41,181.93,0.06,8.699078129,3.89,3.65,6.76
114.0141465689642,22.69462987327212,4,193223,2512802,24.33,182.35,0.08,8.942726006,4.02,4.56,6.72
114.0141465689642,22.69462987327212,5,193223,2512802,31.49,222.13,0.09,8.987128861,5.2,2.71,5.25
114.01422061868688,22.693457989835707,1,193228,2512672,31.61,214.39,0.08,7.629857483,1.29,5.97,11.44
114.01422061868688,22.693457989835707,2,193228,2512672,26.97,202.91,0.08,9.005232345,2.4,5.08,9.54
114.01422061868688,22.693457989835707,3,193228,2512672,33.92,198.43,0.09,8.911868032,2.61,3.37,8.06
114.01422061868688,22.693457989835707,4,193228,2512672,32.25,210.85,0.07,8.675449255,3.43,3.27,6.79
114.01422061868688,22.693457989835707,5,193228,2512672,34.04,161.8,0.07,8.658345414,6.04,3.95,4.07
114.01421964042304,22.69350309719325,1,193228,2512677,33.92,156.74,0.08,8.864840782,1.3,7.08,11.85
114.01421964042304,22.69350309719325,2,193228,2512677,30.7,226.66,0.06,8.91116574,2.39,5.11,7.6
114.01421964042304,22.69350309719325,3,193228,2512677,26.82,220.67,0.09,8.368386751,3.04,2.13,6.42
114.01421964042304,22.69350309719325,4,193228,2512677,24.69,169.32,0.09,8.894961519,3.84,4.23,5.46
114.01421964042304,22.69350309719325,5,193228,2512677,28.96,163.04,0.07,8.110451023,6.18,2.81,5.06
114.01421866215674,22.69354820455052,1,193228,2512682,35.47,195.49,0.06,8.205857694,1.21,7.77,8.49
114.01421866215674,22.69354820455052,2,193228,2512682,26.79,181.91,0.09,8.24615008,2.35,4.21,7.89
