lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0067744513,22.6997978579,3,193288,2512817,22.16,226.17,0.08,9.31,3.70,1.80,8.22
114.0067235878,22.6998106867,4,193288,2512817,26.25,198.22,0.08,8.46,3.41,1.81,6.88
114.0067791305,22.6997440912,5,193288,2512817,20.00,186.77,0.07,7.83,5.73,1.20,6.13
114.0067094022,22.6998938534,1,193288,2512822,26.36,160.64,0.07,9.50,1.24,4.29,13.61
114.0067909100,22.6998338282,2,193288,2512822,19.25,161.92,0.08,9.49,2.05,1.90,9.35
114.0067137341,22.6998967337,3,193288,2512822,27.26,209.63,0.07,8.75,3.78,1.70,9.18
114.0067255589,22.6998696198,4,193288,2512822,23.37,204.83,0.09,8.13,4.97,1.88,6.59
114.0067859186,22.6998586208,5,193288,2512822,20.92,179.63,0.08,9.21,6.47,1.77,4.69
114.0067995850,22.6999312660,1,193288,2512827,25.70,201.58,0.06,9.45,1.24,3.44,12.68
114.0066773905,22.6998260872,2,193288,2512827,27.72,168.55,0.07,9.50,2.33,2.31,12.32
114.0067448999,22.6998518283,3,193288,2512827,26.40,186.61,0.07,8.01,2.88,1.50,9.78
114.0067007848,22.6999170624,4,193288,2512827,16.75,186.07,0.08,9.50,3.58,1.41,7.04
114.0066829580,22.6998223870,5,193288,2512827,19.84,181.35,0.10,8.99,6.25,1.90,5.83
114.0067485724,22.6999524623,1,193288,2512832,27.67,168.22,0.08,9.16,1.37,5.15,14.89
114.0067628799,22.6998928825,2,193288,2512832,23.67,169.79,0.07,8.74,2.03,1.89,9.76
114.0067556736,22.6998252058,3,193288,2512832,27.49,190.02,0.07,9.34,2.96,1.72,8.11
114.0066829660,22.6999809594,4,193288,2512832,21.95,229.88,0.09,9.29,4.50,1.75,7.25
114.0068122549,22.6999771022,5,193288,2512832,17.27,179.42,0.08,9.00,5.61,1.90,4.24
114.0066787174,22.6998982406,1,193288,2512837,19.58,165.77,0.07,8.60,1.34,3.60,10.18
114.0067388558,22.6998867341,2,193288,2512837,23.83,196.07,0.07,8.07,2.74,2.77,10.42
114.0067736520,22.6999940873,3,193288,2512837,25.32,213.47,0.08,8.78,3.55,1.58,10.82
114.0067250566,22.6999825157,4,193288,2512837,23.03,218.28,0.07,9.26,4.98,1.45,6.46
114.0067689500,22.7000201094,5,193288,2512837,21.21,216.47,0.09,8.63,5.31,1.54,4.48
114.0067865591,22.7000109987,1,193288,2512842,24.79,221.39,0.06,9.50,1.15,2.85,10.16
114.0066730882,22.7000960071,2,193288,2512842,19.94,183.43,0.08,9.22,2.12,1.80,12.79
114.0067651936,22.7000684080,3,193288,2512842,24.13,172.89,0.07,8.48,3.96,1.34,8.53
114.0067571972,22.7000970467,4,193288,2512842,26.91,186.43,0.07,9.07,4.75,1.33,6.26
114.0067028217,22.7000801731,5,193288,2512842,22.91,204.26,0.08,7.33,4.52,1.66,4.26
114.0067008795,22.7001144084,1,193288,2512847,24.43,171.57,0.08,9.20,1.46,3.40,11.63
114.0068383638,22.7000562947,2,193288,2512847,26.28,148.91,0.06,9.50,2.50,2.62,11.68
114.0067430052,22.6999688770,3,193288,2512847,21.62,205.48,0.06,9.50,2.63,1.48,7.73
114.0068610183,22.7000496561,4,193288,2512847,22.17,232.44,0.08,9.50,3.86,1.51,5.81
114.0068502212,22.7000955164,5,193288,2512847,17.75,161.45,0.09,9.50,6.06,1.90,6.12
114.0067447348,22.7000362926,1,193288,2512852,28.21,211.42,0.08,8.82,1.05,4.24,11.65
114.0067220072,22.7000122110,2,193288,2512852,19.25,164.12,0.06,8.91,1.93,3.06,9.05
114.0067444675,22.7001717887,3,193288,2512852,21.68,180.39,0.08,7.08,2.96,1.58,8.34
114.0067782590,22.7001516985,4,193288,2512852,20.25,198.82,0.08,8.05,4.62,2.06,8.35
114.0067498081,22.6999962796,5,193288,2512852,25.91,193.53,0.08,9.50,4.97,1.62,5.30
114.0068409177,22.7001261055,1,193288,2512857,29.92,169.86,0.06,8.21,1.34,4.55,11.81
114.0066765121,22.7001782495,2,193288,2512857,19.71,171.43,0.09,8.66,1.90,2.08,9.89
114.0068637395,22.7001332802,3,193288,2512857,18.11,190.57,0.07,8.88,2.74,2.29,9.02
114.0067906116,22.7002118178,4,193288,2512857,23.09,187.40,0.09,8.70,4.48,1.56,5.44
114.0068168861,22.7000711640,5,193288,2512857,22.46,210.59,0.09,8.68,4.92,1.86,5.39
114.0068341522,22.7002488866,1,193288,2512862,18.55,191.99,0.07,8.32,1.22,4.13,15.08
114.0066914495,22.7002559242,2,193288,2512862,20.12,176.35,0.07,9.11,2.43,2.54,10.22
114.0068469033,22.7002779386,3,193288,2512862,26.62,212.25,0.08,8.10,2.88,2.17,8.72
114.0067424515,22.7001493293,4,193288,2512862,21.34,171.18,0.07,8.04,4.61,1.94,8.53
114.0068574938,22.7002462866,5,193288,2512862,24.53,183.73,0.09,7.76,5.50,1.68,4.79
114.0066847752,22.7001861686,1,193288,2512867,26.68,211.36,0.08,9.06,1.39,4.88,10.28
114.0067083027,22.7003188230,2,193288,2512867,28.94,153.96,0.07,9.42,2.05,2.63,9.97
114.0067918672,22.7001763323,3,193288,2512867,18.62,220.06,0.07,9.49,3.92,2.27,10.22
114.0068092874,22.7001414500,4,193288,2512867,25.27,172.17,0.07,8.92,3.18,1.83,6.56
114.0067484974,22.7002154705,5,193288,2512867,23.98,216.19,0.08,8.48,5.74,2.04,6.11
114.0068641053,22.7002239853,1,193288,2512872,25.12,230.54,0.06,8.64,1.00,3.30,14.29
114.0067641511,22.7002779159,2,193288,2512872,27.06,211.17,0.08,8.93,1.97,2.34,11.35
114.0066835914,22.7002806726,3,193288,2512872,19.50,170.12,0.06,8.60,3.18,2.15,8.59
114.0068511520,22.7002929306,4,193288,2512872,19.38,189.55,0.08,9.18,3.37,1.43,8.03
114.0068374639,22.7003422755,5,193288,2512872,20.24,245.08,0.09,8.44,5.75,2.43,4.57
114.0067749771,22.7002746297,1,193288,2512877,23.66,167.97,0.07,8.33,1.19,3.27,15.26
114.0067629570,22.7004070472,2,193288,2512877,23.25,188.78,0.09,8.27,2.35,1.97,9.11
114.0067023799,22.7003253096,3,193288,2512877,21.44,181.26,0.06,9.26,3.21,1.26,7.44
114.0068438155,22.7002483727,4,193288,2512877,23.55,207.77,0.08,8.30,3.81,1.46,6.73
114.0066768916,22.7003288660,5,193288,2512877,23.82,199.14,0.10,9.23,5.22,1.59,6.43
114.0068220221,22.7004605369,1,193288,2512882,23.67,162.44,0.08,8.34,1.13,4.07,12.71
114.0068111356,22.7004111810,2,193288,2512882,27.79,189.17,0.09,7.61,1.84,2.40,12.08
114.0067811661,22.7002990795,3,193288,2512882,27.58,192.08,0.08,8.74,3.12,1.63,9.62
114.0068440372,22.7002664153,4,193288,2512882,24.57,148.33,0.07,7.08,4.32,1.55,6.85
114.0067077884,22.7003099635,5,193288,2512882,18.59,159.33,0.07,8.54,5.70,1.76,3.88
114.0068269370,22.7004030498,1,193288,2512887,25.16,206.38,0.07,7.83,1.44,4.30,13.73
114.0067477436,22.7003767700,2,193288,2512887,17.78,157.54,0.07,9.50,2.63,2.25,12.38
114.0067620549,22.7004337726,3,193288,2512887,19.50,169.20,0.08,8.13,2.96,2.08,8.60
114.0067259795,22.7004948462,4,193288,2512887,25.30,195.91,0.07,7.75,4.66,1.92,6.82
114.0067704665,22.7003383525,5,193288,2512887,26.03,164.20,0.08,9.50,5.65,1.89,6.48
114.0067749776,22.7005521625,1,193288,2512892,20.10,150.88,0.06,9.39,1.27,3.01,14.23
114.0067512259,22.7004417548,2,193288,2512892,20.94,174.14,0.08,9.31,1.82,2.52,8.56
114.0068100579,22.7004476363,3,193288,2512892,17.65,227.61,0.09,9.14,3.35,1.65,10.30
114.0068116621,22.7004782406,4,193288,2512892,20.96,225.29,0.08,7.81,4.02,2.27,8.60
114.0066710575,22.7004635186,5,193288,2512892,25.52,208.20,0.08,7.94,4.21,1.85,5.34
114.0068578413,22.7004691574,1,193288,2512897,27.60,164.57,0.08,8.14,1.32,5.62,12.67
114.0068214417,22.7004144339,2,193288,2512897,28.44,215.39,0.07,9.50,2.45,2.31,9.28
114.0067430685,22.7005333742,3,193288,2512897,26.38,208.18,0.07,7.26,2.73,1.81,6.80
114.0068035227,22.7004787067,4,193288,2512897,22.54,232.41,0.08,7.40,3.57,1.61,8.04
114.0067367181,22.7004982411,5,193288,2512897,19.00,234.08,0.08,8.96,4.73,1.83,5.89
114.0067279146,22.7005305407,1,193288,2512902,25.90,174.25,0.06,9.27,1.35,5.34,9.47
114.0067834266,22.7005363844,2,193288,2512902,26.57,220.10,0.07,8.22,1.99,2.21,8.72
114.0067967426,22.7006194414,3,193288,2512902,21.50,219.63,0.08,8.90,3.52,1.80,7.85
114.0068228042,22.7004761377,4,193288,2512902,19.37,200.23,0.09,8.25,3.88,1.53,6.24
114.0067232042,22.7005157651,5,193288,2512902,24.36,215.31,0.07,7.61,5.88,1.44,4.94
114.0068103771,22.7005608537,1,193288,2512907,24.13,214.40,0.06,9.45,1.32,4.28,12.16
114.0068080071,22.7006393955,2,193288,2512907,27.65,227.93,0.06,9.01,1.82,2.29,9.67
114.0067415513,22.7006254249,3,193288,2512907,17.82,181.22,0.09,9.50,3.69,1.78,9.58
114.0068095342,22.7005441485,4,193288,2512907,27.41,221.88,0.08,8.99,3.18,1.82,6.62
114.0068077133,22.7006127317,5,193288,2512907,18.21,225.74,0.08,8.79,6.15,1.90,6.16
114.0067552286,22.7006808934,1,193288,2512912,20.54,146.18,0.07,8.71,1.27,3.75,13.01
114.0067508633,22.7006600453,2,193288,2512912,22.94,187.13,0.08,9.12,2.50,3.23,9.12
114.0068401632,22.7007003060,3,193288,2512912,23.06,172.06,0.10,8.43,3.94,1.32,7.51
114.0067132903,22.7005908674,4,193288,2512912,19.09,239.21,0.06,9.09,4.51,1.60,7.56
114.0066739904,22.7006087781,5,193288,2512912,21.43,217.36,0.09,9.43,4.51,2.04,5.53
114.0067019358,22.7006781164,1,193288,2512917,25.52,160.11,0.08,9.15,1.22,4.79,11.41
114.0068197752,22.7006725226,2,193288,2512917,25.40,209.45,0.07,9.32,2.57,2.88,11.14
114.0068470748,22.7007025028,3,193288,2512917,23.17,153.63,0.08,7.42,3.55,1.66,7.06
114.0066712409,22.7005871538,4,193288,2512917,23.24,213.22,0.06,7.81,4.10,1.79,7.12
114.0066712757,22.7006890722,5,193288,2512917,18.38,215.19,0.10,8.27,6.06,1.51,4.75
114.0067796106,22.6988957526,1,193293,2512722,26.13,173.19,0.06,8.78,1.31,9.78,10.64
114.0067979193,22.6989161017,2,193293,2512722,27.08,211.84,0.06,8.16,2.62,1.22,11.11
114.0068655922,22.6988630292,3,193293,2512722,24.77,201.30,0.07,8.57,2.47,1.45,9.71
114.0067907635,22.6988285079,4,193293,2512722,21.86,198.49,0.07,9.50,3.66,1.56,6.28
114.0068827620,22.6990153639,5,193293,2512722,17.57,180.50,0.10,7.42,5.29,1.49,4.56
114.0068819804,22.6989508182,1,193293,2512727,24.69,201.14,0.06,8.80,1.11,4.86,12.08
114.0067870290,22.6989099888,2,193293,2512727,24.11,204.13,0.07,7.62,2.28,0.62,8.94
114.0068740652,22.6990087019,3,193293,2512727,18.88,192.96,0.09,9.50,3.41,1.60,8.48
114.0067623518,22.6990514992,4,193293,2512727,24.02,195.56,0.08,7.61,4.89,1.32,7.08
114.0068943617,22.6990441081,5,193293,2512727,21.34,200.63,0.08,8.01,5.44,1.58,5.53
114.0067660951,22.6989439041,1,193293,2512732,28.43,158.14,0.06,8.25,1.08,5.21,12.05
114.0068098664,22.6990544657,2,193293,2512732,19.00,222.27,0.07,8.12,2.04,0.44,11.36
114.0068285520,22.6990635500,3,193293,2512732,22.24,171.05,0.08,8.75,2.69,1.39,10.33
114.0068440242,22.6989391099,4,193293,2512732,21.31,197.78,0.09,9.50,5.19,1.44,8.10
114.0069135901,22.6990557567,5,193293,2512732,23.71,236.97,0.09,9.17,5.89,1.52,5.65
114.0068433412,22.6990508087,1,193293,2512737,26.92,213.66,0.07,9.01,0.94,6.12,11.60
114.0067952275,22.6990770019,2,193293,2512737,23.94,183.49,0.08,8.95,2.56,0.73,7.99
114.0068612170,22.6991169904,3,193293,2512737,25.24,177.20,0.08,9.43,3.24,1.19,7.10
114.0069379224,22.6990284743,4,193293,2512737,23.65,208.47,0.08,9.50,4.45,1.56,7.63
114.0069136906,22.6990003080,5,193293,2512737,23.48,195.08,0.09,8.70,6.06,1.12,4.52
114.0068422241,22.6990579683,1,193293,2512742,23.62,210.76,0.08,9.50,1.44,4.71,11.68
114.0068118747,22.6991757217,2,193293,2512742,21.53,167.65,0.07,8.98,2.51,0.55,9.37
114.0068059984,22.6990021004,3,193293,2512742,24.53,191.55,0.08,8.05,2.77,1.25,7.49
114.0067790628,22.6991175805,4,193293,2512742,21.11,226.26,0.09,8.33,3.90,1.23,7.55
114.0069118275,22.6990377828,5,193293,2512742,21.23,202.53,0.11,8.63,5.22,1.25,5.62
114.0068605674,22.6991910152,1,193293,2512747,21.35,169.67,0.06,7.87,0.99,4.12,11.20
114.0069216059,22.6991400706,2,193293,2512747,28.80,177.63,0.07,8.64,2.39,0.52,9.53
114.0069126206,22.6992176201,3,193293,2512747,24.04,162.63,0.08,8.99,3.66,1.39,9.35
114.0068409956,22.6990746264,4,193293,2512747,21.04,195.87,0.07,8.29,4.46,1.25,5.59
114.0068770931,22.6990678226,5,193293,2512747,20.80,209.12,0.09,8.94,6.31,1.40,4.51
114.0069289553,22.6992079413,1,193293,2512752,20.09,217.47,0.06,9.39,1.28,5.45,14.98
114.0067487990,22.6992750748,2,193293,2512752,23.23,163.22,0.08,9.17,2.10,0.53,11.24
114.0069307274,22.6991238979,3,193293,2512752,25.63,171.94,0.07,9.48,2.99,1.27,10.79
114.0069279411,22.6992497134,4,193293,2512752,23.10,213.11,0.07,7.12,4.57,1.49,6.47
114.0069342923,22.6992637941,5,193293,2512752,24.70,168.54,0.08,9.50,4.53,1.57,5.76
114.0067428927,22.6992374100,1,193293,2512757,28.55,178.25,0.07,7.66,1.08,7.33,14.33
114.0068625763,22.6991528077,2,193293,2512757,24.62,196.42,0.07,9.23,2.27,0.70,9.92
114.0069241502,22.6991747426,3,193293,2512757,20.02,213.46,0.09,8.17,3.15,1.65,8.66
114.0067910494,22.6992623448,4,193293,2512757,24.58,161.63,0.07,7.31,4.48,1.66,8.02
114.0068324661,22.6992852500,5,193293,2512757,19.34,181.98,0.07,8.32,4.79,1.54,4.63
114.0068130300,22.6992121565,1,193293,2512762,21.39,165.72,0.07,9.43,1.11,4.17,12.02
114.0068165646,22.6992852247,2,193293,2512762,25.04,206.31,0.07,8.04,1.75,0.51,9.76
114.0067571114,22.6993371171,3,193293,2512762,23.03,228.45,0.07,8.63,2.77,1.59,8.93
114.0068838766,22.6993163740,4,193293,2512762,22.60,176.97,0.07,8.00,4.30,1.16,7.03
114.0067461575,22.6993107820,5,193293,2512762,18.83,204.52,0.09,8.14,6.17,1.16,5.45
114.0068807720,22.6992680699,1,193293,2512767,21.87,203.72,0.06,8.23,1.65,5.24,12.86
114.0067364070,22.6992481028,2,193293,2512767,23.29,164.97,0.08,8.73,2.44,0.57,10.33
114.0069257584,22.6992339130,3,193293,2512767,20.93,164.41,0.08,9.35,3.34,1.35,8.40
114.0067877434,22.6993864506,4,193293,2512767,22.19,194.87,0.08,8.33,4.27,1.08,6.82
114.0068140831,22.6993980336,5,193293,2512767,21.96,187.63,0.07,8.89,6.03,1.16,4.60
114.0069060031,22.6994614083,1,193293,2512772,26.40,147.60,0.07,8.89,1.25,3.81,11.45
114.0067984410,22.6993983726,2,193293,2512772,26.95,152.72,0.06,8.09,2.07,0.60,9.48
114.0069081516,22.6993376268,3,193293,2512772,23.09,199.39,0.08,7.40,3.07,1.70,8.60
114.0067753899,22.6993127717,4,193293,2512772,21.58,187.90,0.07,8.43,3.77,1.56,7.63
114.0067415906,22.6993714378,5,193293,2512772,21.26,175.71,0.07,9.50,5.15,1.72,5.09
114.0068248720,22.6994929564,1,193293,2512777,29.25,160.41,0.06,8.75,1.10,5.05,14.02
114.0068598171,22.6993453504,2,193293,2512777,26.14,159.54,0.06,8.58,1.95,0.58,11.70
114.0067487030,22.6993967486,3,193293,2512777,22.15,166.59,0.08,9.09,3.24,1.28,7.22
114.0068134476,22.6995034017,4,193293,2512777,25.34,177.69,0.07,9.15,4.04,1.02,6.38
114.0068580598,22.6993227013,5,193293,2512777,22.15,204.81,0.09,9.50,5.09,1.16,4.27
114.0068171211,22.6994842949,1,193293,2512782,20.53,192.96,0.08,9.07,1.47,4.51,14.80
114.0067478848,22.6993757395,2,193293,2512782,24.99,170.10,0.08,8.95,2.23,2.29,9.46
114.0068036499,22.6994059317,3,193293,2512782,20.31,231.90,0.08,8.60,3.37,1.94,10.54
114.0067478262,22.6994871720,4,193293,2512782,18.71,179.16,0.08,8.36,3.99,1.93,5.70
114.0068902030,22.6995564289,5,193293,2512782,23.68,170.62,0.07,8.98,5.77,1.85,5.40
114.0067894188,22.6994083445,1,193293,2512787,22.77,186.08,0.07,8.97,1.04,4.70,14.50
114.0067896946,22.6995954081,2,193293,2512787,22.32,193.71,0.06,8.35,2.61,2.35,9.10
114.0068567607,22.6994630734,3,193293,2512787,20.91,230.82,0.08,8.35,2.69,1.70,9.52
114.0068328239,22.6995299601,4,193293,2512787,19.19,211.88,0.08,9.50,4.67,2.25,6.26
114.0068113076,22.6995033207,5,193293,2512787,21.09,219.27,0.07,9.31,5.57,2.02,4.31
114.0067696132,22.6994877513,1,193293,2512792,18.70,153.00,0.06,7.99,1.13,5.09,10.04
114.0068156296,22.6995765108,2,193293,2512792,21.79,181.91,0.06,8.59,2.43,2.61,11.83
114.0069188431,22.6995839802,3,193293,2512792,26.66,210.79,0.08,8.01,2.76,2.42,8.48
114.0068831146,22.6995938948,4,193293,2512792,21.48,201.23,0.09,8.18,3.52,1.90,7.76
114.0068220855,22.6994666026,5,193293,2512792,19.42,158.48,0.08,8.78,5.65,1.91,5.95
114.0069021328,22.6996653315,1,193293,2512797,25.48,145.24,0.07,8.69,1.29,3.46,15.79
114.0067556043,22.6995489520,2,193293,2512797,19.96,198.16,0.09,8.94,1.99,2.85,11.10
114.0069240267,22.6996461789,3,193293,2512797,23.58,177.36,0.09,9.33,3.11,1.40,7.07
114.0068836354,22.6995327822,4,193293,2512797,17.33,178.28,0.10,8.71,4.27,1.63,6.76
114.0067896873,22.6995201646,5,193293,2512797,19.92,217.85,0.10,8.48,5.18,1.66,5.71
114.0067380203,22.6996589056,1,193293,2512802,26.72,154.42,0.06,8.71,1.09,3.79,12.89
114.0068361148,22.6995740460,2,193293,2512802,24.95,190.75,0.06,9.50,1.91,2.18,8.71
114.0068299711,22.6996094127,3,193293,2512802,20.65,219.28,0.06,8.15,2.53,1.55,7.62
114.0068099017,22.6995560418,4,193293,2512802,21.65,174.46,0.08,8.78,4.97,1.49,7.33
114.0068756088,22.6997337810,5,193293,2512802,18.93,177.68,0.10,8.79,4.66,2.33,5.32
114.0067721568,22.6996015582,1,193293,2512807,22.40,180.00,0.06,8.53,1.46,3.98,12.49
114.0067422876,22.6997266139,2,193293,2512807,27.41,159.72,0.07,8.00,1.83,2.58,11.30
114.0068332881,22.6996113985,3,193293,2512807,26.97,192.61,0.08,8.07,3.60,1.62,10.34
114.0068788361,22.6997011585,4,193293,2512807,20.11,177.73,0.08,8.87,4.84,1.48,5.62
114.0067322514,22.6997817434,5,193293,2512807,19.86,173.15,0.07,7.37,5.41,1.86,5.42
114.0067473378,22.6997263763,1,193293,2512812,22.10,188.63,0.07,8.93,1.02,3.41,14.39
114.0069110766,22.6997906585,2,193293,2512812,26.92,193.97,0.08,8.01,2.09,1.76,11.00
114.0069187942,22.6996388896,3,193293,2512812,25.05,164.06,0.06,8.66,2.95,1.51,9.34
114.0067961777,22.6998025638,4,193293,2512812,18.52,244.34,0.08,9.00,4.85,1.62,7.62
114.0068282315,22.6997012377,5,193293,2512812,17.62,210.70,0.07,8.91,5.24,2.44,4.07
114.0067494820,22.6997760101,1,193293,2512817,29.94,206.01,0.06,9.13,1.25,3.29,15.31
114.0068183399,22.6997187125,2,193293,2512817,19.91,224.87,0.10,8.61,2.86,3.07,10.86
114.0069216638,22.6998221536,3,193293,2512817,23.78,210.78,0.07,7.51,3.57,1.75,9.06
114.0069155731,22.6998041445,4,193293,2512817,20.13,219.44,0.09,7.34,4.24,1.45,7.99
114.0068366996,22.6996786484,5,193293,2512817,19.09,190.69,0.07,7.26,4.48,1.50,5.64
114.0068039688,22.6998806211,1,193293,2512822,22.07,140.56,0.06,8.82,1.16,4.19,12.01
114.0067327171,22.6998727963,2,193293,2512822,18.77,209.51,0.07,9.38,1.84,2.06,9.67
114.0068853421,22.6998102183,3,193293,2512822,18.13,186.98,0.07,8.55,3.14,1.75,7.16
114.0068333199,22.6999162754,4,193293,2512822,20.83,161.46,0.08,8.33,3.83,2.13,7.33
114.0067719726,22.6998474634,5,193293,2512822,20.33,149.51,0.08,8.04,6.16,1.92,4.30
114.0068628953,22.6998568460,1,193293,2512827,29.85,165.48,0.07,8.48,1.24,3.29,15.11
114.0068636492,22.6999258841,2,193293,2512827,29.03,217.04,0.08,9.06,1.86,2.29,10.93
114.0069197972,22.6997751409,3,193293,2512827,23.84,223.83,0.09,8.93,3.32,1.69,9.12
114.0068247557,22.6998400855,4,193293,2512827,23.92,176.02,0.08,9.33,4.26,2.06,6.49
114.0068732924,22.6998550147,5,193293,2512827,18.75,169.96,0.09,7.53,5.27,1.53,4.90
114.0069056305,22.6999292676,1,193293,2512832,29.50,174.32,0.08,8.68,1.13,3.08,14.68
114.0068295680,22.6998517750,2,193293,2512832,30.25,187.15,0.06,8.55,2.51,2.69,10.86
114.0068475298,22.6998917212,3,193293,2512832,25.17,192.75,0.09,9.08,2.55,2.28,8.60
114.0068862678,22.6999641480,4,193293,2512832,18.84,156.89,0.08,7.46,4.57,1.76,7.58
114.0068676645,22.6998157052,5,193293,2512832,18.26,208.96,0.07,9.50,4.80,1.52,4.90
114.0067935349,22.6998813514,1,193293,2512837,23.99,143.07,0.06,8.28,1.25,4.78,13.81
114.0067924941,22.6999265546,2,193293,2512837,23.05,216.10,0.08,9.50,1.97,3.13,9.37
114.0067365970,22.6999794013,3,193293,2512837,24.43,209.35,0.06,8.64,3.78,1.69,7.62
114.0068747397,22.6999077074,4,193293,2512837,19.77,221.82,0.09,8.48,3.51,1.70,5.94
114.0068626144,22.7000356322,5,193293,2512837,24.89,191.23,0.09,9.11,5.15,2.08,4.50
114.0068423594,22.6999886303,1,193293,2512842,20.07,158.13,0.06,9.34,1.05,4.92,9.92
114.0067524335,22.7000404966,2,193293,2512842,23.81,194.42,0.07,7.10,2.33,2.02,11.27
114.0067541934,22.7000825916,3,193293,2512842,17.97,221.51,0.08,8.50,3.78,1.80,9.01
114.0067220253,22.7000315214,4,193293,2512842,26.27,194.22,0.08,9.22,4.06,2.31,6.41
114.0069191944,22.7000384866,5,193293,2512842,22.06,203.29,0.07,8.24,4.36,1.66,5.42
114.0068107324,22.6999659849,1,193293,2512847,22.25,214.09,0.09,7.17,1.08,4.13,12.76
114.0068459667,22.7001336952,2,193293,2512847,20.96,182.60,0.08,8.06,2.10,1.47,12.11
114.0067439633,22.7001095440,3,193293,2512847,22.88,224.49,0.06,8.91,2.48,1.34,10.79
114.0069145518,22.6999819649,4,193293,2512847,27.73,210.79,0.08,9.50,4.20,1.41,7.46
114.0069079504,22.6999624038,5,193293,2512847,20.17,205.31,0.07,9.50,5.52,1.19,5.41
114.0067383496,22.7001930433,1,193293,2512852,27.82,181.48,0.07,9.50,1.05,3.94,9.35
114.0069078464,22.7001725854,2,193293,2512852,20.40,174.98,0.07,9.44,2.35,2.29,11.70
114.0068039477,22.7001316613,3,193293,2512852,24.24,205.91,0.08,7.87,2.81,1.74,7.97
114.0067551989,22.7001692713,4,193293,2512852,20.55,207.18,0.10,8.65,4.69,2.21,7.70
114.0067879438,22.7000061700,5,193293,2512852,19.05,193.14,0.08,8.26,3.86,1.28,5.90
114.0067921725,22.7000779094,1,193293,2512857,24.57,205.21,0.08,8.77,1.36,5.13,9.24
114.0068898855,22.7000588271,2,193293,2512857,22.48,201.20,0.08,8.65,2.66,2.54,10.58
114.0068275461,22.7000640919,3,193293,2512857,24.70,200.06,0.10,8.61,3.65,2.47,8.05
114.0067968999,22.7000892427,4,193293,2512857,18.13,154.52,0.07,8.91,4.54,1.55,8.14
114.0068423478,22.7001567344,5,193293,2512857,18.46,177.22,0.07,8.42,5.76,1.23,4.39
114.0067828364,22.7000947952,1,193293,2512862,23.70,177.67,0.07,9.49,1.37,3.48,12.71
114.0069142323,22.7001594818,2,193293,2512862,24.17,146.76,0.08,7.28,2.07,2.13,9.52
114.0068287641,22.7001957891,3,193293,2512862,24.53,180.10,0.08,8.96,3.30,1.78,8.94
114.0068498623,22.7002327872,4,193293,2512862,18.25,201.71,0.08,7.95,4.26,1.57,6.16
114.0068901986,22.7002248048,5,193293,2512862,22.26,160.29,0.08,8.95,4.80,1.93,4.86
114.0068905251,22.7002402013,1,193293,2512867,20.21,169.73,0.06,7.66,1.11,3.72,10.00
114.0068840702,22.7002077059,2,193293,2512867,27.23,206.21,0.08,9.21,2.18,3.02,8.78
114.0067892478,22.7002471192,3,193293,2512867,18.72,188.79,0.06,8.83,3.52,1.46,10.61
114.0068716153,22.7002527643,4,193293,2512867,19.38,204.73,0.07,7.08,5.13,1.73,5.51
114.0068238847,22.7002436664,5,193293,2512867,21.38,185.22,0.09,9.50,5.90,1.96,4.02
114.0068668631,22.7002784846,1,193293,2512872,23.71,157.12,0.06,8.38,1.50,3.07,14.53
114.0068684179,22.7002530833,2,193293,2512872,22.96,230.37,0.06,8.35,2.50,1.73,12.05
114.0067193244,22.7003356098,3,193293,2512872,27.12,214.61,0.08,8.95,3.08,1.52,8.58
114.0068137248,22.7001742158,4,193293,2512872,25.80,154.86,0.08,8.97,4.85,2.02,7.33
114.0067984856,22.7002494503,5,193293,2512872,25.03,239.32,0.07,8.79,5.04,1.66,6.37
114.0068585362,22.7003461744,1,193293,2512877,30.26,167.87,0.07,9.17,1.17,3.55,13.73
114.0067357692,22.7004061007,2,193293,2512877,27.58,162.36,0.07,8.87,2.06,2.42,9.34
114.0068464826,22.7002967902,3,193293,2512877,27.00,191.43,0.09,7.53,3.83,1.68,9.67
114.0067447344,22.7004054793,4,193293,2512877,18.29,189.06,0.08,9.50,3.83,1.46,7.51
114.0068333778,22.7002940737,5,193293,2512877,26.29,229.29,0.08,8.94,5.96,1.45,5.18
114.0068553141,22.7003286718,1,193293,2512882,26.22,156.29,0.07,9.26,1.40,3.08,13.99
114.0069090632,22.7002689256,2,193293,2512882,26.59,164.03,0.06,9.50,2.14,2.55,9.19
114.0067578599,22.7004278037,3,193293,2512882,19.71,163.62,0.07,7.81,3.00,1.29,8.22
114.0067555032,22.7003746044,4,193293,2512882,26.65,200.06,0.09,8.27,3.73,1.71,6.28
114.0067899190,22.7004601696,5,193293,2512882,23.99,197.63,0.07,9.26,5.97,1.85,5.39
114.0067164984,22.7004370714,1,193293,2512887,22.97,208.72,0.07,9.30,1.01,4.96,13.57
114.0068403437,22.7003617919,2,193293,2512887,27.24,155.19,0.07,8.87,2.18,2.79,11.72
114.0068279735,22.7003803588,3,193293,2512887,27.38,152.24,0.08,6.83,2.89,1.44,10.58
114.0068840705,22.7003529560,4,193293,2512887,20.51,206.27,0.07,8.05,4.63,1.48,7.62
114.0068638285,22.7004343785,5,193293,2512887,27.20,222.46,0.09,9.36,5.76,1.56,5.59
