lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0246398419,22.6846559412,5,193273,2512797,26.40,219.26,0.09,7.73,6.00,6.72,3.57
114.0246636577,22.6847147698,1,193273,2512802,34.89,182.35,0.06,8.89,1.25,9.75,8.48
114.0246356543,22.6846771762,2,193273,2512802,33.50,166.30,0.08,7.78,2.32,5.38,6.51
114.0245665113,22.6846490096,3,193273,2512802,28.24,217.23,0.06,7.96,2.85,4.26,6.31
114.0246943943,22.6846520704,4,193273,2512802,35.96,241.81,0.07,9.19,4.03,4.33,6.04
114.0246319108,22.6845982274,5,193273,2512802,31.45,174.45,0.07,9.13,4.59,4.57,3.60
114.0247154227,22.6847722957,1,193273,2512807,40.13,137.01,0.06,9.50,1.41,11.02,10.09
114.0246460629,22.6847747371,2,193273,2512807,35.58,178.12,0.05,9.50,2.42,7.19,7.71
114.0245477872,22.6846068878,3,193273,2512807,27.05,211.15,0.10,9.50,3.50,6.36,6.39
114.0245684586,22.6846380116,4,193273,2512807,42.41,195.32,0.07,9.50,4.41,3.65,4.67
114.0245416893,22.6846306405,5,193273,2512807,30.74,181.40,0.08,9.33,6.38,5.07,4.13
114.0245435148,22.6847306001,1,193273,2512812,36.13,182.02,0.07,6.59,1.49,14.77,8.53
114.0245996792,22.6848282577,2,193273,2512812,37.01,180.76,0.06,8.76,2.04,8.69,7.83
114.0247080404,22.6846318930,3,193273,2512812,34.07,241.13,0.09,7.24,3.09,4.63,5.90
114.0246728704,22.6846569436,4,193273,2512812,38.35,241.81,0.07,8.14,3.97,4.67,4.48
114.0246702105,22.6846944913,5,193273,2512812,39.86,204.63,0.09,8.72,4.61,7.49,4.89
114.0246032708,22.6847558737,1,193273,2512817,47.64,197.36,0.08,9.17,1.26,16.04,10.02
114.0245905609,22.6848622212,2,193273,2512817,44.24,186.75,0.06,8.43,2.39,8.65,8.54
114.0246943193,22.6847450595,3,193273,2512817,27.20,179.21,0.08,7.54,2.92,4.84,5.49
114.0245755033,22.6848622281,4,193273,2512817,34.24,175.48,0.08,8.21,4.48,3.56,5.64
114.0246081025,22.6847342151,5,193273,2512817,32.98,177.38,0.08,6.75,6.08,4.70,3.99
114.0246303754,22.6848411693,1,193273,2512822,36.66,151.51,0.08,9.50,1.33,12.69,6.88
114.0245791613,22.6847681507,2,193273,2512822,28.51,192.60,0.06,8.04,2.14,6.60,8.62
114.0246868860,22.6847832052,3,193273,2512822,38.98,181.11,0.09,8.35,3.19,5.66,6.72
114.0245304350,22.6848109568,4,193273,2512822,30.33,241.32,0.07,7.40,3.92,4.16,4.64
114.0247117325,22.6848173842,5,193273,2512822,33.03,236.98,0.08,9.49,4.29,6.09,3.39
114.0245287761,22.6848769327,1,193273,2512827,27.11,238.27,0.08,9.40,1.54,13.14,10.12
114.0246672591,22.6847654602,2,193273,2512827,29.75,194.85,0.06,9.50,2.22,6.86,7.80
114.0245556725,22.6848572861,3,193273,2512827,37.52,172.41,0.05,9.22,2.76,5.56,7.16
114.0246795052,22.6848021052,4,193273,2512827,33.96,209.20,0.09,8.57,4.22,7.23,5.02
114.0247016061,22.6848447081,5,193273,2512827,41.86,180.99,0.07,8.29,4.41,5.19,3.59
114.0246604081,22.6848317964,1,193273,2512832,28.69,206.38,0.07,8.69,1.14,15.72,7.39
114.0247177525,22.6848615033,2,193273,2512832,34.27,193.53,0.06,7.54,1.96,8.79,6.32
114.0245425190,22.6849427069,3,193273,2512832,34.94,245.67,0.08,9.50,3.09,6.88,6.69
114.0246798142,22.6848367369,4,193273,2512832,36.52,220.72,0.08,9.50,3.30,4.72,4.22
114.0245549199,22.6848269682,5,193273,2512832,29.91,225.94,0.08,8.51,5.39,6.33,3.40
114.0245773279,22.6848750025,1,193273,2512837,39.63,177.25,0.07,9.50,1.52,13.39,10.29
114.0245286854,22.6849789891,2,193273,2512837,36.66,188.38,0.08,7.72,2.91,8.82,7.25
114.0246495556,22.6849219072,3,193273,2512837,33.23,183.10,0.05,8.75,3.50,4.33,6.85
114.0246438969,22.6848832696,4,193273,2512837,32.12,240.17,0.10,8.65,3.90,5.88,4.51
114.0247163159,22.6848977644,5,193273,2512837,37.44,194.60,0.08,8.41,4.75,5.99,3.98
114.0247120361,22.6850313233,1,193273,2512842,40.57,195.72,0.08,8.78,1.57,12.95,8.87
114.0245538346,22.6849349500,2,193273,2512842,38.32,195.66,0.08,8.24,2.30,6.39,7.72
114.0246461598,22.6849125939,3,193273,2512842,42.81,167.04,0.07,9.14,3.18,5.43,5.02
114.0246663337,22.6850291885,4,193273,2512842,38.57,189.17,0.05,6.96,4.46,7.02,4.04
114.0245562407,22.6850960737,5,193273,2512842,27.58,219.77,0.10,9.50,5.09,3.01,3.75
114.0246585352,22.6850384564,1,193273,2512847,44.38,140.25,0.08,8.71,1.39,9.52,7.96
114.0245462144,22.6850303887,2,193273,2512847,29.93,170.34,0.08,9.50,2.74,7.21,7.96
114.0246426467,22.6849941537,3,193273,2512847,32.42,142.78,0.08,9.27,2.99,6.01,5.37
114.0245292869,22.6849722984,4,193273,2512847,39.40,201.76,0.08,7.20,4.92,4.20,5.24
114.0246697050,22.6850195486,5,193273,2512847,33.90,182.87,0.06,8.92,4.99,4.77,3.15
114.0245983844,22.6851514072,1,193273,2512852,34.74,167.99,0.06,7.55,1.24,12.15,10.15
114.0245339857,22.6851089130,2,193273,2512852,32.02,218.52,0.09,9.50,2.09,5.99,5.77
114.0246666930,22.6850311670,3,193273,2512852,40.71,219.54,0.07,7.43,3.06,5.38,6.65
114.0246806892,22.6850983646,4,193273,2512852,27.78,243.87,0.08,7.61,3.63,6.66,4.98
114.0246729962,22.6850100497,5,193273,2512852,33.09,161.74,0.07,7.59,4.41,5.73,3.43
114.0246313304,22.6851074637,1,193273,2512857,34.65,187.51,0.06,8.54,1.05,10.75,9.39
114.0246265438,22.6851798642,2,193273,2512857,31.04,168.24,0.08,7.92,2.05,7.19,8.20
114.0247096318,22.6851309081,3,193273,2512857,32.94,156.09,0.10,8.20,2.66,4.65,5.56
114.0246183780,22.6850443659,4,193273,2512857,37.35,154.54,0.08,8.21,4.31,3.60,5.07
114.0246132999,22.6851218716,5,193273,2512857,23.95,146.22,0.06,9.50,6.07,7.68,3.76
114.0245570319,22.6851719942,1,193273,2512862,33.67,142.09,0.07,9.50,1.37,15.13,7.33
114.0245817577,22.6851321470,2,193273,2512862,31.20,147.81,0.05,9.50,1.94,5.19,8.30
114.0246116752,22.6851799419,3,193273,2512862,39.25,230.77,0.05,7.33,3.42,4.83,5.60
114.0245492445,22.6851653701,4,193273,2512862,30.61,227.97,0.06,6.67,4.24,4.53,4.22
114.0245647230,22.6850852905,5,193273,2512862,31.41,161.39,0.08,8.48,6.72,8.88,3.16
114.0247185436,22.6851585207,1,193273,2512867,35.28,154.74,0.06,8.26,1.57,12.50,7.71
114.0245794169,22.6852035425,2,193273,2512867,26.35,196.39,0.09,8.18,1.91,7.54,7.66
114.0246114088,22.6852811731,3,193273,2512867,33.63,166.94,0.08,8.65,2.90,7.00,6.10
114.0247180630,22.6852727704,4,193273,2512867,33.23,155.55,0.07,7.78,3.49,6.01,5.52
114.0246330683,22.6852439771,5,193273,2512867,28.32,186.03,0.09,6.85,3.92,5.94,2.99
114.0246272716,22.6852677376,1,193273,2512872,48.08,213.55,0.07,7.87,1.55,9.66,7.53
114.0245552398,22.6853608711,2,193273,2512872,39.39,166.98,0.08,8.14,2.18,8.36,7.34
114.0245849809,22.6852150642,3,193273,2512872,30.80,198.74,0.10,6.42,3.11,4.70,5.12
114.0246093473,22.6851961099,4,193273,2512872,30.59,202.08,0.06,9.50,4.36,5.46,4.87
114.0247167951,22.6852505491,5,193273,2512872,27.96,186.32,0.09,7.35,4.42,4.35,3.96
114.0246492704,22.6853820869,1,193273,2512877,34.87,211.02,0.08,9.24,1.20,11.21,9.03
114.0245393277,22.6852404085,2,193273,2512877,33.83,201.98,0.06,9.50,1.82,6.55,9.41
114.0246249440,22.6852359618,3,193273,2512877,27.96,207.54,0.09,9.50,2.90,5.73,5.75
114.0246593498,22.6852968372,4,193273,2512877,40.10,246.96,0.07,8.49,4.94,6.04,5.30
114.0245885164,22.6853791560,5,193273,2512877,25.70,239.77,0.07,7.30,5.88,5.70,3.17
114.0246184817,22.6852784041,1,193273,2512882,43.79,174.84,0.05,8.40,1.27,10.57,9.94
114.0246231386,22.6854502200,2,193273,2512882,33.65,187.74,0.08,9.50,2.56,10.67,6.88
114.0245547634,22.6853973217,3,193273,2512882,39.62,151.37,0.08,9.38,3.36,5.19,6.94
114.0245324347,22.6853834521,4,193273,2512882,25.68,214.04,0.08,9.50,3.89,3.57,4.68
114.0246123027,22.6852933365,5,193273,2512882,31.15,206.68,0.09,9.50,5.13,5.46,3.20
114.0246801459,22.6853526595,1,193273,2512887,36.62,207.88,0.06,8.89,0.99,12.62,11.07
114.0246368315,22.6853366009,2,193273,2512887,42.94,206.18,0.09,7.97,1.90,7.49,7.39
114.0246640335,22.6853703097,3,193273,2512887,39.97,239.25,0.09,7.57,3.49,5.21,7.15
114.0246002745,22.6853416763,4,193273,2512887,42.06,203.70,0.10,9.50,5.09,5.47,4.89
114.0245951131,22.6854200651,5,193273,2512887,35.70,190.47,0.10,9.14,4.09,4.05,4.27
114.0246797871,22.6837477992,1,193278,2512697,35.47,186.46,0.08,9.50,1.05,10.20,6.30
114.0247934513,22.6836018313,2,193278,2512697,44.78,136.57,0.09,9.16,2.14,5.75,6.92
114.0247847980,22.6835990251,3,193278,2512697,32.90,178.52,0.08,8.63,3.56,5.07,6.53
114.0246675891,22.6837817446,4,193278,2512697,45.85,189.63,0.10,8.44,4.63,4.41,5.68
114.0247887258,22.6836831673,5,193278,2512697,41.09,233.15,0.09,8.23,4.94,7.15,3.06
114.0246620126,22.6837678017,1,193278,2512702,41.61,192.18,0.08,7.39,1.15,21.29,9.35
114.0246467934,22.6837995860,2,193278,2512702,33.05,178.20,0.08,6.67,2.59,4.49,8.64
114.0247097422,22.6837674731,3,193278,2512702,27.48,190.48,0.06,6.65,3.37,5.75,6.03
114.0247345172,22.6836691788,4,193278,2512702,33.06,171.56,0.07,9.50,4.36,4.88,5.24
114.0247797757,22.6836558827,5,193278,2512702,35.16,181.16,0.11,7.88,5.49,3.63,3.35
114.0247151001,22.6837034278,1,193278,2512707,44.60,212.71,0.07,9.50,1.19,18.41,8.90
114.0247660721,22.6837096648,2,193278,2512707,35.13,180.12,0.08,9.00,2.41,3.68,6.72
114.0246151271,22.6838631814,3,193278,2512707,32.91,210.58,0.08,8.36,2.94,5.76,6.12
114.0247979238,22.6836898643,4,193278,2512707,40.51,189.11,0.06,9.09,4.60,4.00,4.56
114.0246345623,22.6837163940,5,193278,2512707,43.80,188.40,0.07,8.04,5.94,5.66,3.89
114.0247554175,22.6837663001,1,193278,2512712,37.54,155.92,0.06,9.32,1.11,14.14,8.70
114.0246286896,22.6837283653,2,193278,2512712,38.34,196.26,0.08,9.50,2.05,4.26,7.37
114.0247066899,22.6837739396,3,193278,2512712,39.17,187.16,0.10,8.12,3.27,4.30,6.91
114.0246498107,22.6837353817,4,193278,2512712,29.58,190.18,0.07,9.50,4.96,4.57,4.61
114.0247229748,22.6837546353,5,193278,2512712,34.68,184.32,0.09,6.61,4.47,4.44,3.71
114.0247927685,22.6839435455,1,193278,2512717,30.84,130.30,0.07,7.37,1.48,14.88,9.75
114.0247666578,22.6839461583,2,193278,2512717,34.68,210.43,0.07,9.20,2.22,4.80,9.56
114.0246171775,22.6839454100,3,193278,2512717,36.52,220.05,0.07,9.50,2.71,4.95,5.30
114.0247575862,22.6838410771,4,193278,2512717,31.51,171.70,0.09,8.18,3.92,4.11,5.20
114.0246783453,22.6838484908,5,193278,2512717,28.21,179.08,0.08,8.30,5.33,4.72,3.63
114.0246884893,22.6839888104,1,193278,2512722,41.27,208.70,0.08,9.08,1.21,21.32,10.97
114.0247786111,22.6838342986,2,193278,2512722,37.19,238.34,0.07,9.03,2.22,3.69,9.23
114.0246643186,22.6839142268,3,193278,2512722,34.89,148.77,0.08,9.39,4.25,4.72,6.26
114.0246009747,22.6838373243,4,193278,2512722,33.94,201.69,0.09,9.30,3.74,5.66,5.29
114.0247900843,22.6839402792,5,193278,2512722,36.12,150.96,0.09,9.50,4.01,4.23,3.94
114.0247778622,22.6839923899,1,193278,2512727,32.27,173.02,0.07,7.86,1.69,22.26,9.04
114.0247609608,22.6840131253,2,193278,2512727,43.67,189.45,0.06,9.50,2.07,2.10,5.42
114.0246622226,22.6839523878,3,193278,2512727,27.90,195.44,0.07,7.78,3.83,4.56,5.84
114.0247702546,22.6840630457,4,193278,2512727,34.28,142.18,0.07,7.28,5.33,3.96,5.24
114.0247481142,22.6839131209,5,193278,2512727,36.80,203.99,0.07,8.56,4.85,3.71,3.60
114.0246596331,22.6839785135,1,193278,2512732,32.05,209.54,0.08,9.06,1.21,10.75,9.05
114.0247152343,22.6839251665,2,193278,2512732,30.42,245.10,0.07,8.11,2.30,2.29,7.55
114.0247686632,22.6840499773,3,193278,2512732,43.60,193.79,0.07,8.13,4.00,4.96,4.48
114.0247840887,22.6840578262,4,193278,2512732,30.97,178.10,0.08,7.50,4.56,4.04,4.16
114.0247444595,22.6840521008,5,193278,2512732,26.78,221.34,0.08,8.94,4.73,5.05,3.51
114.0246893953,22.6841219045,1,193278,2512737,35.78,202.37,0.08,8.42,1.00,20.54,8.24
114.0246863499,22.6840390636,2,193278,2512737,41.88,220.90,0.07,8.04,2.18,1.95,7.92
114.0247168903,22.6841353600,3,193278,2512737,29.75,184.27,0.07,9.50,2.91,5.15,5.58
114.0246485627,22.6840108329,4,193278,2512737,32.72,199.14,0.10,8.76,4.38,4.16,4.25
114.0246859789,22.6840042120,5,193278,2512737,33.70,176.47,0.09,8.69,5.02,5.69,2.88
114.0245980660,22.6841729933,1,193278,2512742,43.95,157.73,0.09,7.94,1.08,13.37,8.85
114.0246107149,22.6840619874,2,193278,2512742,36.01,242.40,0.08,8.54,2.17,2.55,7.24
114.0246023638,22.6841687906,3,193278,2512742,30.99,182.76,0.10,7.00,3.76,3.94,5.49
114.0246457399,22.6840474026,4,193278,2512742,34.74,224.22,0.07,8.62,4.15,5.10,3.87
114.0247660454,22.6840245961,5,193278,2512742,32.03,227.76,0.07,7.80,4.23,6.60,3.71
114.0246441291,22.6840494574,1,193278,2512747,29.54,214.59,0.06,8.73,1.30,14.05,10.85
114.0246644180,22.6841279598,2,193278,2512747,38.13,223.43,0.06,9.50,2.74,2.28,8.07
114.0246094361,22.6840640372,3,193278,2512747,24.91,168.14,0.09,8.61,4.08,4.74,7.86
114.0247381167,22.6841377535,4,193278,2512747,38.92,235.44,0.09,7.62,4.42,3.82,3.45
114.0246843951,22.6841603869,5,193278,2512747,30.50,200.10,0.08,9.07,4.42,5.18,2.80
114.0246656781,22.6841154176,1,193278,2512752,29.58,206.36,0.07,7.76,1.63,14.49,6.09
114.0247313820,22.6842271152,2,193278,2512752,41.31,174.53,0.09,6.86,2.70,1.98,6.44
114.0247587405,22.6842248660,3,193278,2512752,33.88,140.77,0.06,9.35,3.19,6.23,4.67
114.0246974921,22.6841640034,4,193278,2512752,38.18,167.25,0.10,8.23,4.14,4.14,5.52
114.0247392352,22.6841567010,5,193278,2512752,35.52,177.03,0.08,6.90,6.26,4.57,3.73
114.0245934645,22.6843133298,1,193278,2512757,28.72,143.84,0.07,7.74,1.18,12.35,9.40
114.0246065445,22.6843170469,2,193278,2512757,39.20,163.70,0.06,9.50,1.97,2.21,8.26
114.0246308845,22.6843277664,3,193278,2512757,44.03,184.88,0.09,8.59,3.23,3.57,6.77
114.0247790624,22.6842175731,4,193278,2512757,41.99,164.12,0.06,7.53,4.48,4.37,4.93
114.0246236846,22.6841576770,5,193278,2512757,34.71,254.88,0.08,9.03,6.72,5.87,3.23
114.0247663875,22.6843377295,1,193278,2512762,37.20,157.43,0.09,9.36,1.12,19.50,8.36
114.0247837492,22.6842011193,2,193278,2512762,25.94,166.83,0.08,9.50,1.87,1.48,6.94
114.0246956477,22.6843699177,3,193278,2512762,32.05,177.23,0.06,8.08,3.08,4.56,5.41
114.0246407892,22.6842560348,4,193278,2512762,32.98,258.41,0.09,9.50,5.00,5.56,4.95
114.0246631441,22.6842716610,5,193278,2512762,31.82,196.33,0.10,7.48,5.98,4.77,3.74
114.0246510498,22.6843185427,1,193278,2512767,45.44,235.26,0.08,9.50,1.61,15.11,6.35
114.0247163935,22.6842965949,2,193278,2512767,35.60,162.38,0.06,9.18,1.80,2.40,6.04
114.0246763611,22.6842416965,3,193278,2512767,41.23,189.20,0.08,7.67,3.06,3.71,5.64
114.0247417816,22.6842880596,4,193278,2512767,32.84,176.71,0.08,9.29,3.79,5.26,5.12
114.0247447879,22.6843725028,5,193278,2512767,28.65,220.52,0.08,9.02,5.84,5.13,3.71
114.0245982080,22.6843305708,1,193278,2512772,32.52,154.69,0.05,9.50,1.40,11.58,8.28
114.0246636817,22.6843973569,2,193278,2512772,26.47,207.52,0.06,7.85,1.76,1.86,8.64
114.0246136756,22.6844020444,3,193278,2512772,35.78,186.62,0.08,7.78,3.49,5.05,6.60
114.0246039364,22.6844313241,4,193278,2512772,35.77,204.18,0.08,7.40,4.24,5.80,3.57
114.0246163948,22.6843750293,5,193278,2512772,32.46,228.19,0.06,9.28,4.67,5.66,3.41
114.0246140450,22.6844742516,1,193278,2512777,45.46,167.88,0.07,8.99,1.39,15.84,9.82
114.0247269064,22.6843459011,2,193278,2512777,42.58,253.51,0.06,9.27,2.75,1.40,8.36
114.0246119781,22.6844753333,3,193278,2512777,26.30,189.42,0.06,8.98,3.56,4.56,5.08
114.0245951537,22.6844496993,4,193278,2512777,31.59,240.71,0.08,8.47,3.55,4.94,6.15
114.0245894017,22.6843903417,5,193278,2512777,30.68,256.92,0.07,9.50,3.89,4.60,4.06
114.0246453236,22.6844548496,1,193278,2512782,39.70,158.82,0.07,7.96,0.93,16.42,6.82
114.0247593613,22.6844863413,2,193278,2512782,42.80,238.14,0.07,8.91,2.42,2.06,6.77
114.0246630221,22.6844848294,3,193278,2512782,39.94,175.88,0.09,7.62,3.49,3.33,4.56
114.0247612511,22.6844289473,4,193278,2512782,28.22,256.52,0.06,7.59,3.44,4.14,4.46
114.0246685745,22.6843850238,5,193278,2512782,39.64,225.92,0.08,9.50,4.47,4.53,3.92
114.0246606963,22.6845889567,1,193278,2512787,47.76,205.00,0.05,7.99,1.04,15.16,7.25
114.0246271220,22.6844078710,2,193278,2512787,35.95,224.13,0.07,8.42,2.59,1.84,8.97
114.0247302287,22.6845165597,3,193278,2512787,38.46,234.35,0.06,9.50,3.57,3.84,5.42
114.0247304736,22.6845959424,4,193278,2512787,35.82,206.97,0.08,9.50,4.52,5.25,6.43
114.0246272688,22.6844157948,5,193278,2512787,26.73,231.33,0.08,7.69,5.86,4.37,3.59
114.0246853866,22.6845530567,1,193278,2512792,42.32,234.48,0.06,9.50,1.37,12.43,7.91
114.0247614638,22.6845231551,2,193278,2512792,45.37,181.92,0.09,9.50,2.24,1.64,5.54
114.0247634941,22.6846016704,3,193278,2512792,39.65,191.27,0.08,9.50,3.37,5.03,7.34
114.0246903156,22.6845092483,4,193278,2512792,31.95,169.43,0.08,8.37,4.71,5.46,5.26
114.0246480696,22.6845599759,5,193278,2512792,37.43,217.12,0.11,9.00,4.71,3.85,4.18
114.0246537847,22.6845348837,1,193278,2512797,40.27,146.24,0.07,8.87,1.29,10.20,6.55
114.0247223059,22.6845924594,2,193278,2512797,41.83,175.36,0.06,8.55,2.35,8.50,7.46
114.0246594562,22.6846722150,3,193278,2512797,29.24,190.25,0.07,9.50,2.76,5.58,7.53
114.0246809058,22.6845461849,4,193278,2512797,31.10,170.25,0.08,7.13,5.09,4.53,5.62
114.0247596460,22.6846170260,5,193278,2512797,25.68,206.13,0.09,8.46,5.58,5.47,4.11
114.0246515162,22.6846407212,1,193278,2512802,34.15,163.34,0.07,8.64,1.36,13.74,11.23
114.0246764037,22.6846677181,2,193278,2512802,37.35,235.24,0.06,7.78,1.79,8.67,8.21
114.0247138874,22.6845733365,3,193278,2512802,26.57,153.42,0.06,8.53,3.51,5.18,4.67
114.0245978863,22.6846666115,4,193278,2512802,31.80,191.97,0.09,8.66,3.86,6.01,4.49
114.0247521902,22.6847139513,5,193278,2512802,29.89,154.82,0.07,7.46,6.26,4.98,3.04
114.0246495297,22.6846372082,1,193278,2512807,41.96,143.78,0.07,9.33,1.15,10.68,6.96
114.0247515040,22.6847712442,2,193278,2512807,30.93,149.53,0.08,7.72,2.29,8.19,7.63
114.0247653813,22.6847554784,3,193278,2512807,37.32,198.33,0.08,8.95,2.50,5.76,5.76
114.0246692350,22.6847102727,4,193278,2512807,29.39,165.22,0.08,9.07,4.98,5.79,5.29
114.0247743155,22.6847294962,5,193278,2512807,35.49,214.31,0.07,6.91,5.63,5.58,4.91
114.0247543177,22.6847398771,1,193278,2512812,48.93,163.09,0.07,9.50,1.36,10.50,9.88
114.0246817671,22.6846877869,2,193278,2512812,35.73,163.20,0.06,7.27,2.49,6.38,6.69
114.0247356227,22.6847425879,3,193278,2512812,30.49,226.76,0.07,9.50,3.20,6.45,4.43
114.0247169659,22.6846898597,4,193278,2512812,37.01,166.71,0.08,9.08,3.88,3.25,5.64
114.0246149360,22.6847819397,5,193278,2512812,34.37,188.19,0.08,8.18,5.50,6.82,4.10
114.0246542363,22.6847390278,1,193278,2512817,33.66,180.88,0.07,8.04,1.36,15.06,7.73
114.0247061186,22.6847363635,2,193278,2512817,48.13,210.06,0.08,7.80,2.23,7.73,6.99
114.0247685391,22.6848203648,3,193278,2512817,36.06,175.90,0.08,9.42,3.31,4.60,5.18
114.0246380808,22.6846976906,4,193278,2512817,33.28,151.16,0.09,8.23,4.62,6.96,4.85
114.0247070790,22.6847676487,5,193278,2512817,31.73,205.86,0.10,9.50,6.45,4.17,3.94
114.0247162579,22.6848170387,1,193278,2512822,41.39,212.40,0.06,8.20,1.54,13.35,8.98
114.0247070426,22.6848665331,2,193278,2512822,33.06,224.80,0.08,8.94,2.30,6.12,7.66
114.0246077408,22.6848924280,3,193278,2512822,35.45,145.16,0.08,9.50,2.50,3.90,7.18
114.0247447461,22.6848174842,4,193278,2512822,38.87,254.61,0.08,7.89,4.56,5.85,6.20
114.0247569963,22.6848264680,5,193278,2512822,39.81,257.27,0.09,9.09,4.54,4.46,2.63
114.0247338526,22.6848930114,1,193278,2512827,47.24,160.80,0.06,7.97,1.23,9.33,8.54
114.0247196963,22.6848162918,2,193278,2512827,33.41,190.24,0.08,7.56,2.65,6.44,8.29
114.0246876270,22.6849081236,3,193278,2512827,33.49,171.50,0.07,9.50,4.11,3.18,5.39
114.0245838488,22.6848576906,4,193278,2512827,36.33,185.09,0.09,7.92,5.58,4.51,5.08
114.0245842956,22.6847863667,5,193278,2512827,33.58,234.60,0.07,8.18,4.31,5.37,3.47
114.0247156005,22.6848461217,1,193278,2512832,34.79,200.37,0.07,9.04,1.19,11.79,9.40
114.0247375391,22.6848577722,2,193278,2512832,29.36,211.01,0.07,9.50,2.00,7.12,8.45
114.0246611419,22.6850104735,3,193278,2512832,40.92,169.85,0.07,8.77,3.14,5.15,6.24
114.0246020225,22.6849181683,4,193278,2512832,27.92,231.04,0.07,8.90,4.11,5.73,5.60
114.0245903368,22.6848484144,5,193278,2512832,31.94,179.35,0.07,9.50,6.58,7.43,4.24
114.0247446896,22.6850401863,1,193278,2512837,31.56,230.04,0.06,9.28,1.01,11.12,9.94
114.0246280825,22.6850482626,2,193278,2512837,39.73,229.31,0.09,8.09,2.20,6.21,10.12
114.0246201419,22.6849284505,3,193278,2512837,28.92,171.39,0.08,9.35,2.79,4.43,7.77
114.0246430175,22.6850453262,4,193278,2512837,35.74,247.45,0.08,7.95,3.85,3.50,6.07
114.0246027746,22.6849569254,5,193278,2512837,36.37,219.26,0.07,9.35,5.53,4.00,3.29
114.0247328511,22.6849339662,1,193278,2512842,43.54,165.20,0.09,8.08,1.16,12.27,11.76
114.0247314419,22.6850100277,2,193278,2512842,29.95,209.96,0.06,7.45,2.42,6.44,7.55
114.0246637993,22.6849535380,3,193278,2512842,31.18,163.47,0.08,7.72,3.16,7.19,7.33
114.0247584052,22.6849225919,4,193278,2512842,29.38,208.40,0.09,7.88,3.60,5.18,5.03
114.0247577716,22.6849382329,5,193278,2512842,27.35,217.95,0.09,9.50,6.17,3.87,2.82
114.0246911425,22.6850347360,1,193278,2512847,35.49,171.96,0.05,8.02,1.20,11.31,6.81
114.0245885743,22.6850222246,2,193278,2512847,47.59,185.26,0.07,7.87,2.20,7.29,6.71
114.0245844531,22.6849653134,3,193278,2512847,36.26,132.32,0.07,9.28,3.04,3.66,6.01
114.0246514986,22.6850040402,4,193278,2512847,28.77,180.28,0.06,8.07,3.45,7.25,5.19
114.0246812127,22.6851009201,5,193278,2512847,31.68,159.77,0.09,9.50,4.42,4.40,3.16
114.0246547491,22.6851826238,1,193278,2512852,42.50,232.21,0.07,8.35,1.33,12.09,7.01
114.0246717427,22.6851537160,2,193278,2512852,41.62,181.44,0.06,9.50,1.95,6.88,5.75
114.0246228824,22.6850768115,3,193278,2512852,36.01,141.33,0.08,8.43,4.02,5.31,7.49
114.0247078881,22.6850683123,4,193278,2512852,33.51,179.89,0.06,7.99,3.95,4.17,4.18
114.0246174355,22.6850170692,5,193278,2512852,38.70,190.71,0.10,9.50,5.99,5.71,4.22
114.0247432390,22.6851477696,1,193278,2512857,39.11,179.53,0.07,7.74,1.49,12.62,7.92
114.0245941369,22.6851024617,2,193278,2512857,29.26,218.77,0.07,9.15,2.38,5.83,6.77
114.0246508695,22.6850367284,3,193278,2512857,32.57,180.99,0.09,8.98,3.02,5.61,8.04
114.0246258326,22.6850381318,4,193278,2512857,36.06,200.97,0.09,8.85,5.11,6.69,5.54
114.0246301722,22.6851725275,5,193278,2512857,31.28,251.48,0.07,9.26,4.07,4.65,3.93
114.0246318852,22.6852648015,1,193278,2512862,44.56,192.81,0.07,9.13,1.52,13.86,6.33
114.0245790025,22.6852427077,2,193278,2512862,30.51,162.13,0.10,8.64,2.23,6.72,5.72
114.0247108923,22.6851943986,3,193278,2512862,26.46,241.93,0.06,8.05,2.76,4.60,6.75
114.0247409896,22.6852209981,4,193278,2512862,26.05,144.20,0.08,9.50,4.18,4.92,4.60
114.0247516007,22.6852208757,5,193278,2512862,26.91,160.63,0.10,9.50,6.98,5.04,3.28
114.0246327594,22.6851740672,1,193278,2512867,34.42,149.97,0.07,9.25,1.26,10.88,9.03
114.0246557240,22.6851383819,2,193278,2512867,32.79,153.14,0.09,8.92,1.98,7.83,7.05
114.0246596166,22.6852532581,3,193278,2512867,34.05,192.94,0.08,9.18,3.94,5.71,7.52
114.0246846361,22.6852102934,4,193278,2512867,30.12,197.74,0.08,8.74,3.81,5.56,4.22
114.0246366645,22.6852821500,5,193278,2512867,33.19,187.09,0.08,9.34,6.21,7.70,4.00
114.0247280277,22.6853401005,1,193278,2512872,31.20,185.98,0.08,6.84,1.07,11.88,10.29
114.0246864994,22.6853411030,2,193278,2512872,33.41,248.94,0.06,9.50,2.19,8.77,7.53
114.0245891296,22.6852681844,3,193278,2512872,38.48,168.63,0.08,8.89,4.23,4.77,6.47
114.0246598961,22.6852737082,4,193278,2512872,31.64,185.49,0.08,9.10,4.52,5.32,4.16
114.0247036892,22.6853230034,5,193278,2512872,31.88,180.69,0.07,9.29,3.93,7.02,4.51
114.0247352211,22.6852922596,1,193278,2512877,37.39,203.78,0.07,8.83,1.47,9.02,7.48
114.0245930943,22.6852984218,2,193278,2512877,40.87,193.74,0.10,9.50,1.96,7.90,5.85
